id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,doi,pmid,other_id,pub_year,pub_month,pub_day
omid:br/06170864113 pmid:23576315 doi:10.1002/jat.2871,Effects Of Asian Sand Dust Particles On The Respiratory And Immune System,"Honda, Akiko, Matsuda, Yugo, Murayama, Rumiko, Tsuji, Kenshi, Nishikawa, Masataka, Koike, Eiko, Yoshida, Seiichi, Ichinose, Takamichi, Takano, Hirohisa",3,34.0,Journal Of Applied Toxicology,250-257,2013-04-09,journal article,Wiley,,omid:br/06170864113,doi:10.1002/jat.2871,pmid:23576315,,2013.0,4.0,9.0
omid:br/062602890310 doi:10.1287/mksc.1110.0684,Network Characteristics And The Value Of Collaborative User-Generated Content,"Ransbotham, Sam, Kane, Gerald C., Lurie, Nicholas H",3,31.0,Marketing Science,387-405,2012-05,journal article,Institute For Operations Research And The Management Sciences (Informs),,omid:br/062602890310,doi:10.1287/mksc.1110.0684,,,2012.0,5.0,1.0
omid:br/06703268933 doi:10.1016/j.jconrel.2019.06.037 pmid:31260756,Novel Poly(2-Oxazoline) Block Copolymer With Aromatic Heterocyclic Side Chains As A Drug Delivery Platform,"Hwang, Duhyeong, Ramsey, Jacob D., Makita, Naoki, Sachse, Clemens, Jordan, Rainer, Sokolsky-Papkov, Marina, Kabanov, Alexander V.",,307.0,Journal Of Controlled Release,261-271,2019-08,journal article,Elsevier Bv,,omid:br/06703268933,doi:10.1016/j.jconrel.2019.06.037,pmid:31260756,,2019.0,8.0,1.0
omid:br/06203481881 doi:10.1177/002795019615600106,Forecast Error Bounds By Stochastic Simulation,"Blake, Andrew P.",,156.0,National Institute Economic Review,72-79,1996-05,journal article,Cambridge University Press (Cup),,omid:br/06203481881,doi:10.1177/002795019615600106,,,1996.0,5.0,1.0
omid:br/06160836229 pmid:35333156 doi:10.3310/rsvk2062,Pre-hospital And Emergency Department Treatment Of Convulsive Status Epilepticus In Adults: An Evidence Synthesis,"Cruickshank, Moira, Imamura, Mari, Booth, Corinne, Aucott, Lorna, Counsell, Carl Edward, Manson, Paul, Scotland, Graham, Brazzelli, Miriam",20,26.0,Health Technology Assessment,1-76,2022-03,journal article,National Institute For Health And Care Research (Nihr),,omid:br/06160836229,doi:10.3310/rsvk2062,pmid:35333156,,2022.0,3.0,1.0
omid:br/06520182446 doi:10.1093/g3journal/jkad098,CrusTome: A Transcriptome Database Resource For Large-Scale Analyses Across Crustacea,"Bracken-Grissom, Heather D, DeLeo, Danielle M, Durica, David S, Kozma, Mihika T, Mykles, Donald L, Prez-Moreno, Jorge L",7.0,13,G3 Genes|Genomes|Genetics,,2023-05-02,journal article,Oxford University Press (Oup),"Rokas, A [omid:ra/06520533141]",omid:br/06520182446,doi:10.1093/g3journal/jkad098,,,2023.0,5.0,2.0
omid:br/06520182449 doi:10.1093/g3journal/jkad091,A Natural Variation-Based Screen In Mouse Cells Reveals USF2 As A Regulator Of The DNA Damage Response And Cellular Senescence,"Brem, Rachel B, Campisi, Judith, Good, Jeffrey M, Kang, Taekyu, King, Christina D, Kopania, Emily E K, Moore, Emily C, Schilling, Birgit",7.0,13,G3 Genes|Genomes|Genetics,,2023-04-25,journal article,Oxford University Press (Oup),"Arbeitman, M [omid:ra/06520533160]",omid:br/06520182449,doi:10.1093/g3journal/jkad091,,,2023.0,4.0,25.0
omid:br/06520182447 doi:10.1093/g3journal/jkad087,Mediator Subunit MDT-15 Promotes Expression Of Propionic Acid Breakdown Genes To Prevent Embryonic Lethality In Caenorhabditis Elegans,"Beigi, Arshia, Doering, Kelsie R S, Goh, Grace Ying Shyen, Taubert Stefan, Yan, Junran",6.0,13,G3 Genes|Genomes|Genetics,,2023-04-19,journal article,Oxford University Press (Oup),"Kirienko, N [omid:ra/06520533146]",omid:br/06520182447,doi:10.1093/g3journal/jkad087,,,2023.0,4.0,19.0
omid:br/06520182453 doi:10.1093/g3journal/jkad063,Stripes And Loss Of Color In Ball Pythons (Python Regius) Are Associated With Variants Affecting Endothelin Signaling,"Abdeljalil, Bayan, Bailey, Garrett, Belman, John Teddy, Camac, Keith, Dao, Uyen M, Ellis, Aaron, Fatima, Amber, Garcia, Delaney, Graves, Chiron W, Gregory, Shannon, Haley, Amber, Harrison, Chloe, Kosanovich, Carly, Lederer, Izabella, Melcher, Corey, Miracle, Lindsey, Pineda, Natalia, Redding, Catherine, Salsido, Audrey, Satler, Caitlin, Sealy, Jake, Seidel, Hannah S, Shahid, Basmah, Shukla, Ananya, Strasser, Hannah, Tabor, Ray L, Tanna, Nehul, Veenhuis, Evan, Wasiuddin, Syed, Watson, Anna, Weaver, Madyson, Wells, Raymond, Weymouth, Kathleen, The Bio306W Consortium",7.0,13,G3 Genes|Genomes|Genetics,,2023-05-16,journal article,Oxford University Press (Oup),"Arbeitman, M [omid:ra/06520533221]",omid:br/06520182453,doi:10.1093/g3journal/jkad063,,,2023.0,5.0,16.0
omid:br/06520182467 doi:10.1093/g3journal/jkad185,Near ChromosomeLevel Genome Assembly Of The Microsporidium Hamiltosporidium Tvaerminnensis,"Angst, Pascal, Ebert, Dieter, Fields, Peter D, Pombert, Jean-Franois",10.0,13,G3 Genes|Genomes|Genetics,,2023-08-11,journal article,Oxford University Press (Oup),"Sethuraman, A [omid:ra/06520533298]",omid:br/06520182467,doi:10.1093/g3journal/jkad185,,,2023.0,8.0,11.0
omid:br/06520182448 doi:10.1093/g3journal/jkad095,"A Chromosome-Level Genome Assembly Of Longnose Gar, Lepisosteus Osseus","Carlson, Kara B., Dornburg, Alex, Fisk, Michael, Mallik, Rittika, Wcisel, Dustin J, Yoder, Jeffrey A",7.0,13,G3 Genes|Genomes|Genetics,,2023-04-29,journal article,Oxford University Press (Oup),"Whiteman, N [omid:ra/06520533152]",omid:br/06520182448,doi:10.1093/g3journal/jkad095,,,2023.0,4.0,29.0
omid:br/06520182470 doi:10.1093/g3journal/jkad040,"Chromosome-scale Genome Assembly Of The Pink Bollworm, Pectinophora Gossypiella, A Global Pest Of Cotton","Chang, Jennifer, Childers, Anna K, Chudalayandi, Sivanandan, Fabrick, Jeffrey A, Geib, Scott M, Heu, Chan C, Scheffler, Brian E, Stahlke, Amanda R",4.0,13,G3 Genes|Genomes|Genetics,,2023-02-15,journal article,Oxford University Press (Oup),"Jamann, T [omid:ra/06520533314]",omid:br/06520182470,doi:10.1093/g3journal/jkad040,,,2023.0,2.0,15.0
omid:br/06520182503 doi:10.1093/g3journal/jkac321,"The First Gapless, Reference-Quality, Fully Annotated Genome From A Southern Han Chinese Individual","Chao, Kuan-Hao, Pertea, Mihaela, Salzberg, Steven L, Zimin, Aleksey V",3.0,13,G3 Genes|Genomes|Genetics,,2023-01-11,journal article,Oxford University Press (Oup),"Emerson, J J [omid:ra/06520533583]",omid:br/06520182503,doi:10.1093/g3journal/jkac321,,,2023.0,1.0,11.0
omid:br/06520182358 doi:10.1093/g3journal/jkac339,"Chromosome-level Genome Of The Three-Spot Damselfish, Dascyllus Trimaculatus","Bernardi, Giacomo, Escalona, Merly, Gatins, Remy, Roberts, May B, Schultz, Darrin T",4.0,13,G3 Genes|Genomes|Genetics,,2023-03-11,journal article,Oxford University Press (Oup),"De Koning, D J [omid:ra/06520532481]",omid:br/06520182358,doi:10.1093/g3journal/jkac339,,,2023.0,3.0,11.0
omid:br/06520182425 doi:10.1093/g3journal/jkac325,Population Genomics And Subgenome Evolution Of The Allotetraploid Frog Xenopus Laevis In Southern Africa,"Cauret, Caroline M. S., Conradie, Werner, Evans, Ben J, Measey, John, Premachandra, Tharindu",2.0,13,G3 Genes|Genomes|Genetics,,2022-12-16,journal article,Oxford University Press (Oup),"Wendel, J. [omid:ra/06520532978]",omid:br/06520182425,doi:10.1093/g3journal/jkac325,,,2022.0,12.0,16.0
omid:br/06520182421 doi:10.1093/g3journal/jkac328,"Genome Assembly Of Thaumatotibia Leucotreta, A Major Polyphagous Pest Of Agriculture In sub-Saharan Africa","Bierman, Anandi, Karsten, Minette, Terblanche, John S",3.0,13,G3 Genes|Genomes|Genetics,,2022-12-13,journal article,Oxford University Press (Oup),"Ross-Ibarra, J [omid:ra/06520532937]",omid:br/06520182421,doi:10.1093/g3journal/jkac328,,,2022.0,12.0,13.0
omid:br/06520182372 doi:10.1093/g3journal/jkac323,Insights Into The Domestication Of Avocado And Potential Genetic Contributors To Heterodichogamy,"Arpaia, Mary Lu, Ashworth, Vanessa E T M, Figueroa-Balderas, Rosa, Cantu, Dario, Focht, Eric, Gaut, Brandon S, Minio, Andrea, Morales-Cruz, Abraham, Solares, Edwin, Wyant, Skylar",2.0,13,G3 Genes|Genomes|Genetics,,2022-12-08,journal article,Oxford University Press (Oup),"Hufford, M. [omid:ra/06520532585]",omid:br/06520182372,doi:10.1093/g3journal/jkac323,,,2022.0,12.0,8.0
omid:br/06520182497 doi:10.1093/g3journal/jkad033,Population-size History Inferences From The Coho Salmon (Oncorhynchus Kisutch) Genome,"Beacham, Terry D, Bernatchez, Louis, Biagi, Carlo A, Chan, Michelle T T, Christensen, Kris A, Davidson, William S, Despins, Cody A, Devlin, Robert H, Jones, Steven J M, Koop, Ben F, Leong, Jong S, Minkley, David R, Mueller, Anita, Naish, Kerry A, Neira, Roberto, Normandeau, Eric, Rondeau, Eric B, Rougemont, Quentin, Sakhrani, Dionne, Withler, Ruth E, Yez, Jos M",4.0,13,G3 Genes|Genomes|Genetics,,2023-02-10,journal article,Oxford University Press (Oup),"Pyhjrvi, T [omid:ra/06520533544]",omid:br/06520182497,doi:10.1093/g3journal/jkad033,,,2023.0,2.0,10.0
omid:br/06520181217 doi:10.3917/eg.511.0040,Linterpntration Du Rural Et De LUrbain En Thalande : Approche Diachronique De La Rsilience Des Petites Exploitations Agricoles (1967-2017),"Bruneau, Michel",1.0,Tome 51,Espace Gographique,40-57,2023-06-02,journal article,Cairn,,omid:br/06520181217,doi:10.3917/eg.511.0040,,,2023.0,6.0,2.0
omid:br/06404258952 doi:10.4049/jimmunol.132.5.2408,Mechanism Of Systemic Immune Suppression By UV Irradiation In Vivo. II. The UV Effects On Number And Morphology Of Epidermal Langerhans Cells And The UV-induced Suppression Of Contact Hypersensitivity Have Different Wavelength Dependencies,"Bucana C., Fabo E. C., Noonan, Frances P, Sauder D. N.",,,,,1984-05-01,journal article,,,omid:br/06404258952,doi:10.4049/jimmunol.132.5.2408,,,1984.0,5.0,1.0
omid:br/062601536077 doi:10.7326/0003-4819-116-8-609 pmid:1312317,Dietary Supplementation With Fish Oil In Ulcerative Colitis,"Stenson, William F.",8,116.0,Annals Of Internal Medicine,609-609,1992-04-15,journal article,American College Of Physicians,,omid:br/062601536077,doi:10.7326/0003-4819-116-8-609,pmid:1312317,,1992.0,4.0,15.0
omid:br/06604447419 doi:10.1016/j.mtcomm.2023.105894,Machine Learning And Visualization Assisted Solid Solution Strengthening Phase Prediction Of High Entropy Alloys,"Gao, Sida, Gao, Zhiyu, Zhao, Fei",,35,Materials Today Communications,105894-105894,2023-06,journal article,Elsevier Bv,,omid:br/06604447419,doi:10.1016/j.mtcomm.2023.105894,,,2023.0,6.0,1.0
omid:br/06604447058 doi:10.1002/anie.202301612,A DoubleWalled Tetrahedron With AgI4 Vertices Binds Different Guests In Distinct Sites**,"Clark, Samuel, Heard, Andrew W., Marchesan, Silvia, McTernan, Charlie T., Nitschke, Jonathan R., Ronson, Tanya K., Rossi, Barbara, Rozhin, Petr",16.0,62,Angewandte Chemie International Edition,,2023-03-13,journal article,Wiley,,omid:br/06604447058,doi:10.1002/anie.202301612,,,2023.0,3.0,13.0
omid:br/06604447738 doi:10.1016/j.mtcomm.2023.105720,Simulation And Quantitative Characterisation Of Polyvinyl Alcohol Grafted Ethylenediamine Tetraacetic Acid Chelating Material,"Liang, Yunye, Wang, Yuansheng, Wu, Qiang",,35,Materials Today Communications,105720-105720,2023-06,journal article,Elsevier Bv,,omid:br/06604447738,doi:10.1016/j.mtcomm.2023.105720,,,2023.0,6.0,1.0
omid:br/06604447870 doi:10.1016/j.mtcomm.2023.106852,Hierarchically Structured Phycocyanin-Loaded Micro/Nanofibrous Membrane For Guided Bone Regeneration,"Chandika, Pathum, Choi, Il-Whan, Heo, Seong-Yeong, Jung, Won-Kyo, Kim, Se-Chang, Oh, Gun-Woo, Park, Won Sun",,36,Materials Today Communications,106852-106852,2023-08,journal article,Elsevier Bv,,omid:br/06604447870,doi:10.1016/j.mtcomm.2023.106852,,,2023.0,8.0,1.0
omid:br/06604447063 doi:10.1002/anie.202215414,Origin And Acceleration Of Insoluble Li2S2Li2S Reduction Catalysis In Ferromagnetic Atomsbased LithiumSulfur Battery Cathodes,"Cheng, Chong, Cheng, Menghao, Li, Shuang, Liu, Xikui, Yan, Rui, Yang, Zhao, Yin, Bo, Zhao, Zhenyang",1.0,62,Angewandte Chemie International Edition,,2022-12,journal article,Wiley,,omid:br/06604447063,doi:10.1002/anie.202215414,,,2022.0,12.0,1.0
omid:br/06604447867 doi:10.1016/j.mtcomm.2023.106850,Encapsulation Of Peptides Inhibitors Of The Angiotensin-Converting Enzyme: A Systematic Review,"Alessandra Santana Moura, Yanara, Bezerra, Raquel Pedrosa, Mirella Soares De Souza, Karoline, Porto, Ana Lcia Figueiredo, De Amorim, Andreza Pereira",,36,Materials Today Communications,106850-106850,2023-08,journal article,Elsevier Bv,,omid:br/06604447867,doi:10.1016/j.mtcomm.2023.106850,,,2023.0,8.0,1.0
omid:br/06604445468 doi:10.1021/jacs.3c00024,Construction And Hierarchical Self-Assembly Of Multifunctional Coordination Cages With Triangular MetalMetal-Bonded Units,"Han, Ying-Feng, Li, Hui-Ling, Sun, Li-Ying, Wang, Li-Juan, Zhang, Yan-Zhen, Zhang, Yi-Fan, Zhang, Zi-En",13.0,145,Journal Of The American Chemical Society,7446-7453,2023-03-22,journal article,American Chemical Society (Acs),,omid:br/06604445468,doi:10.1021/jacs.3c00024,,,2023.0,3.0,22.0
omid:br/06604445352 doi:10.1021/jacs.3c01299,Predesigned Cluster-Based Spacers For Versatile Luminescent Metallacages,"Dong, Xi-Yan, Jin, Yan, Li, Si, Mak, Thomas C. W., Zang, Shuang-Quan, Zhang, Chong",25.0,145,Journal Of The American Chemical Society,13514-13519,2023-06-12,journal article,American Chemical Society (Acs),,omid:br/06604445352,doi:10.1021/jacs.3c01299,,,2023.0,6.0,12.0
omid:br/06604445655 doi:10.1021/jacs.2c12042,Selective Methane Oxidation To Acetic Acid Using Molecular Oxygen Over A Mono-Copper Hydroxyl Catalyst,"Akhtar, Naved, Antil, Neha, Chauhan, Manav, Kalita, Rahul, Manna, Kuntal",11.0,145,Journal Of The American Chemical Society,6156-6165,2023-03-10,journal article,American Chemical Society (Acs),,omid:br/06604445655,doi:10.1021/jacs.2c12042,,,2023.0,3.0,10.0
omid:br/06604445658 doi:10.1021/jacs.2c13674,Noncontact Charge Shielding Knife For Liquid Microfluidics,"Han, Xiao, Heng, Liping, Jiang, Lei, Jin, Rongyu, Tan, Shengda",11.0,145,Journal Of The American Chemical Society,6420-6427,2023-03-10,journal article,American Chemical Society (Acs),,omid:br/06604445658,doi:10.1021/jacs.2c13674,,,2023.0,3.0,10.0
omid:br/06604445363 doi:10.1021/jacs.2c09369,TriazinePorphyrin-Based Hyperconjugated Covalent Organic Framework For High-Performance Photocatalysis,"Ding, Kejian, Li, Shumu, Liu, Wuran, Liu, Xuxiao, Qi, Ruilian, Wang, Jihui, Wu, Songmei, Yu, Yu, Yu, Yueyang",51.0,144,Journal Of The American Chemical Society,23396-23404,2022-12-15,journal article,American Chemical Society (Acs),,omid:br/06604445363,doi:10.1021/jacs.2c09369,,,2022.0,12.0,15.0
omid:br/06604445454 doi:10.1021/jacs.2c12504,Metallo-Supramolecular Hexagonal Wreath With Four Switchable States Based On A pH-Responsive Tridentate Ligand,"Chen, Zhi, Guo, Chenxing, He, Chuanxin, Hu, Yaqi, Li, Haiyang, Li, Xiaopeng, Lin, Jing, Su, Pingru, Tang, Runxu, Wang, Heng, Wei, Biaowen, Yu, Xiujun, Zhang, Shunran",5.0,145,Journal Of The American Chemical Society,3131-3145,2023-01-25,journal article,American Chemical Society (Acs),,omid:br/06604445454,doi:10.1021/jacs.2c12504,,,2023.0,1.0,25.0
omid:br/06603527041 doi:10.1007/978-3-7908-2046-1_15,Human Factors And Comprehensive Management Concepts: A Need For Integration Based On Corporate Sustainability,"Zink, Klaus J.",,,Contributions To Management Science,231-253,2008,book chapter,Springer Science And Business Media Llc,,omid:br/06603527041,doi:10.1007/978-3-7908-2046-1_15,,,2008.0,1.0,1.0
omid:br/061902650553 doi:10.1021/acssynbio.9b00489 pmid:32271547,One-Day Construction Of Multiplex Arrays To Harness Natural CRISPR-Cas Systems,"Cooper, Robert M, Hasty, Jeff",5,9.0,ACS Synthetic Biology,1129-1137,2020-04-09,journal article,American Chemical Society (Acs),,omid:br/061902650553,doi:10.1021/acssynbio.9b00489,pmid:32271547,,2020.0,4.0,9.0
omid:br/061903213740 doi:10.1002/9783527628599.ch17,Surface Engineering Of Quantum Dots With Designer Ligands,"Tomczak, Nikodem, Jaczewski, Dominik, Tagit, Oya, Han, Ming-Yong, Vancso, G. Julius",,,Surface Design: Applications In Bioscience And Nanotechnology,341-361,,book chapter,Wiley,,omid:br/061903213740,doi:10.1002/9783527628599.ch17,,,,,
omid:br/06220651118 pmid:32865959 doi:10.1021/acsnano.0c04669,In Operando Synchrotron Studies Of NH4+ Preintercalated V2O5nH2O Nanobelts As The Cathode Material For Aqueous Rechargeable Zinc Batteries,"Zhao, Hainan, Fu, Qiang, Yang, Di, Sarapulova, Angelina, Pang, Qiang, Meng, Yuan, Wei, Luyao, Ehrenberg, Helmut, Wei, Yingjin, Wang, Chunzhong, Chen, Gang",9,14.0,ACS Nano,11809-11820,2020-08-31,journal article,American Chemical Society (Acs),,omid:br/06220651118,doi:10.1021/acsnano.0c04669,pmid:32865959,,2020.0,8.0,31.0
omid:br/06901805689 pmid:31885073 doi:10.1002/bit.27261,Programmable Assembly Of 2D Crystalline Protein Arrays Into Covalently Stacked 3D Bionanomaterials,"Manea, Francesca, Garda, Virginia G., Rad, Behzad, Ajo-Franklin, Caroline",4.0,117,Biotechnology And Bioengineering,912-923,2020-01-11,journal article,Wiley,,omid:br/06901805689,doi:10.1002/bit.27261,pmid:31885073,,2020.0,1.0,11.0
omid:br/061301918167 doi:10.1007/978-3-030-60727-2_9,"Analysis Of The Ethical Management-Stakeholder Relation, Appling SGE21 System","Ros-Manrquez, Martha, Snchez-Fernndez, Mara Dolores, lvarez-Garca, Jos",,,Progress In Ethical Practices Of Businesses,169-188,2021,book chapter,Springer Science And Business Media Llc,,omid:br/061301918167,doi:10.1007/978-3-030-60727-2_9,,,2021.0,1.0,1.0
omid:br/06604407697 doi:10.1063/5.0139991,Precessing Cylinder As High-Shear-Rate Mixer: Application To Emulsification,"Aritsu, Shota, Eguchi, Kento, Fukuda, Kimikazu, Goto, Susumu, Horimoto, Yasufumi, Kaneko, Takuro, Kukimoto, Shota, Matsuyama, Kazuo, Nishimura, Toru, Ohyama, Haruka, Onoda, Keiichi, Oya, Kohei, Sugitani, Yuji, Yoshida, Masato",3,35.0,Physics Of Fluids,,2023-03-01,journal article,Aip Publishing,,omid:br/06604407697,doi:10.1063/5.0139991,,,2023.0,3.0,1.0
omid:br/06604407009 doi:10.3390/nu15132850,Plant-Based Dietary Patterns And Cardiovascular Disease Risk In Australians: Protocol For A Cross-Sectional Study,"Austin, Grace, Ferguson, Jessica J. A., Garg, Manohar L., Oldmeadow, Christopher",13,15.0,Nutrients,2850-2850,2023-06-23,journal article,Mdpi Ag,,omid:br/06604407009,doi:10.3390/nu15132850,,,2023.0,6.0,23.0
omid:br/06604404074 doi:10.3390/foods12112098,Progress Of Mass Spectrometry-Based Lipidomics In The Dairy Field,"Li, Mengmeng, Ren, Wei, Shi, Xiaoyuan, Sun, Mengqi, Wang, Changfa, Wang, Tianqi, Wang, Yonghui",11,12.0,Foods,2098-2098,2023-05-23,journal article,Mdpi Ag,,omid:br/06604404074,doi:10.3390/foods12112098,,,2023.0,5.0,23.0
omid:br/06604404814 doi:10.1016/j.jns.2023.120779,Jargonaphasia In Logopenic Variant Primary Progressive Aphasia,"Chavez, Diana, Holiday, Kelsey A., Mendez, Mario F., Sheppard, Alexander",,453.0,Journal Of The Neurological Sciences,120779-120779,2023-10,journal article,Elsevier Bv,,omid:br/06604404814,doi:10.1016/j.jns.2023.120779,,,2023.0,10.0,1.0
omid:br/06604404923 doi:10.1016/j.jns.2023.120805,Plasma P-Tau181 As A Promising Non-Invasive Biomarker Of Alzheimer's Disease Pathology In Subjective Cognitive Decline And Mild Cognitive Impairment,"Bagnoli, Silvia, Bessi, Valentina, Crucitti, Chiara, Emiliani, Filippo, Frigerio, Daniele, Galdo, Giulia, Giacomucci, Giulia, Ingannato, Assunta, Mazzeo, Salvatore, Morinelli, Carmen, Moschini, Valentina, Nacmias, Benedetta, Padiglioni, Sonia, Sorbi, Sandro",,453.0,Journal Of The Neurological Sciences,120805-120805,2023-10,journal article,Elsevier Bv,,omid:br/06604404923,doi:10.1016/j.jns.2023.120805,,,2023.0,10.0,1.0
omid:br/06604408493 doi:10.1016/j.jece.2023.110417,Construction Of A Novel Bi-MOF/BiVO4 Heterojunction With Enhanced Visible Light Photocatalytic Performance,"Su, Luhan, Wang, Mingming, Wang, Qingguo, Wu, Caobin, Xu, Hao, Zhang, Benyin",5,11.0,Journal Of Environmental Chemical Engineering,110417-110417,2023-10,journal article,Elsevier Bv,,omid:br/06604408493,doi:10.1016/j.jece.2023.110417,,,2023.0,10.0,1.0
